PassengerId,Survived,Pclass,Age,Fare,GroupSize,FamilySize,IsAlone,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Other,AgeGroup_Teenager,AgeGroup_Young Adult,AgeGroup_Adult,AgeGroup_Senior,FareBand_Medium,FareBand_High,FareBand_Very High,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
66,1.0,3,25.0,15.2458,3,3,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
67,1.0,2,29.0,10.5,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
68,0.0,3,19.0,8.1583,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
69,1.0,3,17.0,7.925,1,7,0,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
70,0.0,3,26.0,8.6625,1,3,0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
71,0.0,2,32.0,10.5,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
72,0.0,3,16.0,46.9,8,8,0,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
73,0.0,2,21.0,73.5,7,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
74,0.0,3,26.0,14.4542,2,2,0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
75,1.0,3,32.0,56.4958,8,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
76,0.0,3,25.0,7.65,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
77,0.0,3,25.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
78,0.0,3,25.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
79,1.0,2,0.83,29.0,3,3,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
80,1.0,3,30.0,12.475,2,1,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
81,0.0,3,22.0,9.0,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
82,1.0,3,29.0,9.5,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
83,1.0,3,22.0,7.7875,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
84,0.0,1,28.0,47.1,2,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
85,1.0,2,17.0,10.5,1,1,1,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
86,1.0,3,33.0,15.85,2,4,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
87,0.0,3,16.0,34.375,5,5,0,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
88,0.0,3,25.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
89,1.0,1,23.0,263.0,6,6,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
90,0.0,3,24.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
91,0.0,3,29.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
92,0.0,3,20.0,7.8542,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
93,0.0,1,46.0,61.175,2,2,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
94,0.0,3,26.0,20.575,4,4,0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
95,0.0,3,59.0,7.25,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
96,0.0,3,25.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
97,0.0,1,71.0,34.6542,1,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
98,1.0,1,23.0,63.3583,2,2,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
99,1.0,2,34.0,23.0,2,2,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
100,0.0,2,34.0,26.0,2,2,0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
101,0.0,3,28.0,7.8958,1,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
102,0.0,3,25.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
103,0.0,1,21.0,77.2875,2,2,0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
104,0.0,3,33.0,8.6542,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
105,0.0,3,37.0,7.925,1,3,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
106,0.0,3,28.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
107,1.0,3,21.0,7.65,1,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
108,1.0,3,25.0,7.775,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
109,0.0,3,38.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
110,1.0,3,22.0,24.15,3,2,0,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
111,0.0,1,47.0,52.0,2,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
112,0.0,3,14.5,14.4542,2,2,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
113,0.0,3,22.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
114,0.0,3,20.0,9.825,1,2,0,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
115,0.0,3,17.0,14.4583,2,1,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
116,0.0,3,21.0,7.925,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
117,0.0,3,70.5,7.75,1,1,1,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
118,0.0,2,29.0,21.0,2,2,0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
119,0.0,1,24.0,247.5208,3,2,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
120,0.0,3,2.0,31.275,7,7,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
121,0.0,2,21.0,73.5,7,3,0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
122,0.0,3,25.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
123,0.0,2,32.5,30.0708,2,2,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
124,1.0,2,32.5,13.0,1,1,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
125,0.0,1,54.0,77.2875,2,2,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
126,1.0,3,12.0,11.2417,2,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
127,0.0,3,25.0,7.75,1,1,1,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
128,1.0,3,24.0,7.1417,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
129,1.0,3,22.0,22.3583,3,3,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
130,0.0,3,45.0,6.975,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
131,0.0,3,33.0,7.8958,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
132,0.0,3,20.0,7.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
133,0.0,3,47.0,14.5,2,2,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
134,1.0,2,29.0,26.0,2,2,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
135,0.0,2,25.0,13.0,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
136,0.0,2,23.0,15.0458,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
137,1.0,1,19.0,26.2833,1,3,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
138,0.0,1,37.0,53.1,2,2,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
139,0.0,3,16.0,9.2167,2,1,1,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
140,0.0,1,24.0,79.2,2,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
141,0.0,3,22.0,15.2458,3,3,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
142,1.0,3,22.0,7.75,1,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
143,1.0,3,24.0,15.85,2,2,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
144,0.0,3,19.0,6.75,1,1,1,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
145,0.0,2,18.0,11.5,1,1,1,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
146,0.0,2,19.0,36.75,4,3,0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
147,1.0,3,27.0,7.7958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
148,0.0,3,9.0,34.375,5,5,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
149,0.0,2,36.5,26.0,3,3,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
150,0.0,2,42.0,13.0,1,1,1,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
151,0.0,2,51.0,12.525,1,1,1,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
152,1.0,1,22.0,66.6,2,2,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
153,0.0,3,55.5,8.05,1,1,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
154,0.0,3,40.5,14.5,3,3,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
155,0.0,3,25.0,7.3125,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
156,0.0,1,51.0,61.3792,2,2,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
157,1.0,3,16.0,7.7333,1,1,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
158,0.0,3,30.0,8.05,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
159,0.0,3,25.0,8.6625,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
160,0.0,3,25.0,69.55,11,11,0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
161,0.0,3,44.0,16.1,2,2,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
162,1.0,2,40.0,15.75,2,1,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
163,0.0,3,26.0,7.775,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
164,0.0,3,17.0,8.6625,1,1,1,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
165,0.0,3,1.0,39.6875,7,6,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
166,1.0,3,9.0,20.525,3,3,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
167,1.0,1,36.0,55.0,2,2,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
168,0.0,3,45.0,27.9,6,6,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
169,0.0,1,42.0,25.925,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
170,0.0,3,28.0,56.4958,8,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
171,0.0,1,61.0,33.5,1,1,1,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
172,0.0,3,4.0,29.125,6,6,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
173,1.0,3,1.0,11.1333,3,3,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
174,0.0,3,21.0,7.925,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
175,0.0,1,56.0,30.6958,1,1,1,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
176,0.0,3,18.0,7.8542,1,3,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
177,0.0,3,25.0,25.4667,5,5,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
178,0.0,1,50.0,28.7125,1,1,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
179,0.0,2,30.0,13.0,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
180,0.0,3,36.0,0.0,4,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
181,0.0,3,22.0,69.55,11,11,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
182,0.0,2,29.5,15.05,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
183,0.0,3,9.0,31.3875,7,7,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
184,1.0,2,1.0,39.0,4,4,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
185,1.0,3,4.0,22.025,3,3,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
186,0.0,1,42.0,50.0,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
187,1.0,3,22.0,15.5,2,2,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
188,1.0,1,45.0,26.55,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
189,0.0,3,40.0,15.5,2,3,0,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
190,0.0,3,36.0,7.8958,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
191,1.0,2,32.0,13.0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
192,0.0,2,19.0,13.0,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
193,1.0,3,19.0,7.8542,1,2,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
194,1.0,2,3.0,26.0,3,3,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
195,1.0,1,44.0,27.7208,1,1,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
196,1.0,1,58.0,146.5208,3,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
197,0.0,3,25.0,7.75,1,1,1,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
198,0.0,3,42.0,8.4042,1,2,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
199,1.0,3,22.0,7.75,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
200,0.0,2,24.0,13.0,1,1,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
201,0.0,3,28.0,9.5,1,1,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
202,0.0,3,25.0,69.55,11,11,0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
203,0.0,3,34.0,6.4958,1,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
204,0.0,3,45.5,7.225,1,1,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
